"regione","capoluogo","reato","totale_delitti"
"Campania","Salerno","12.0 VIOLENZE SESSUALI","7"
"Campania","Salerno","13.0 ATTI SESSUALI CON MINORENNE","1"
"Campania","Salerno","14.0 CORRUZIONE DI MINORENNE","0"
"Campania","Salerno","15.0 FURTI","3403"
"Campania","Salerno","16.0 RICETTAZIONE","38"
"Campania","Salerno","17.0 RAPINE","57"
"Campania","Salerno","18.0 ESTORSIONI","38"
"Campania","Salerno","19.0 USURA","0"
"Campania","Salerno","20.0 SEQUESTRI DI PERSONA","0"
"Campania","Salerno","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Campania","Salerno","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Campania","Salerno","23.0 RICICLAGGIO E IMPIEGO DI DENARO","4"
"Campania","Salerno","24.0 TRUFFE E FRODI INFORMATICHE","554"
"Campania","Salerno","25.0 INCENDI","4"
"Campania","Salerno","26.0 DANNEGGIAMENTI","421"
"Campania","Salerno","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","15"
"Campania","Salerno","28.0 CONTRABBANDO","1"
"Campania","Salerno","29.0 STUPEFACENTI","108"
"Campania","Salerno","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Campania","Salerno","31.0 DELITTI INFORMATICI","92"
"Campania","Salerno","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","23"
"Campania","Salerno","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","5"
"Campania","Salerno","34.0 ALTRI DELITTI","1621"
"Puglia","Bari","01.0 ATTENTATI","2"
"Puglia","Bari","02.0 STRAGE","0"
"Puglia","Bari","03.0 OMICIDI VOLONTARI CONSUMATI","3"
"Puglia","Bari","04.0 INFANTICIDI","0"
"Puglia","Bari","05.0 TENTATI OMICIDI","8"
"Puglia","Bari","06.0 OMICIDIO PRETERINTENZIONALE","2"
"Puglia","Bari","07.0 OMICIDI COLPOSI","23"
"Puglia","Bari","08.0 LESIONI DOLOSE","466"
"Puglia","Bari","09.0 PERCOSSE","73"
"Puglia","Bari","10.0 MINACCE","506"
"Puglia","Bari","11.0 INGIURIE","0"
"Puglia","Bari","12.0 VIOLENZE SESSUALI","23"
"Puglia","Bari","13.0 ATTI SESSUALI CON MINORENNE","4"
"Puglia","Bari","14.0 CORRUZIONE DI MINORENNE","3"
"Puglia","Bari","15.0 FURTI","10250"
"Puglia","Bari","16.0 RICETTAZIONE","190"
"Puglia","Bari","17.0 RAPINE","352"
"Puglia","Bari","20.0 SEQUESTRI DI PERSONA","8"
"Puglia","Bari","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Puglia","Bari","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","4"
"Puglia","Bari","23.0 RICICLAGGIO E IMPIEGO DI DENARO","18"
"Puglia","Bari","24.0 TRUFFE E FRODI INFORMATICHE","1081"
"Puglia","Bari","25.0 INCENDI","19"
"Puglia","Bari","26.0 DANNEGGIAMENTI","1401"
"Puglia","Bari","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","46"
"Puglia","Bari","28.0 CONTRABBANDO","2"
"Puglia","Bari","29.0 STUPEFACENTI","304"
"Puglia","Bari","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","17"
"Puglia","Bari","31.0 DELITTI INFORMATICI","102"
"Puglia","Bari","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","100"
"Puglia","Bari","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","62"
"Puglia","Bari","34.0 ALTRI DELITTI","3466"
"Puglia","Barletta-Andria-Trani","01.0 ATTENTATI","0"
"Puglia","Barletta-Andria-Trani","02.0 STRAGE","0"
"Puglia","Barletta-Andria-Trani","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Puglia","Barletta-Andria-Trani","04.0 INFANTICIDI","0"
"Puglia","Barletta-Andria-Trani","05.0 TENTATI OMICIDI","0"
"Puglia","Barletta-Andria-Trani","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Puglia","Barletta-Andria-Trani","07.0 OMICIDI COLPOSI","0"
"Puglia","Barletta-Andria-Trani","08.0 LESIONI DOLOSE","0"
"Puglia","Barletta-Andria-Trani","09.0 PERCOSSE","0"
"Puglia","Barletta-Andria-Trani","10.0 MINACCE","0"
"Puglia","Barletta-Andria-Trani","11.0 INGIURIE","0"
"Puglia","Barletta-Andria-Trani","12.0 VIOLENZE SESSUALI","0"
"Puglia","Barletta-Andria-Trani","13.0 ATTI SESSUALI CON MINORENNE","0"
"Puglia","Barletta-Andria-Trani","14.0 CORRUZIONE DI MINORENNE","0"
"Puglia","Barletta-Andria-Trani","15.0 FURTI","0"
"Puglia","Barletta-Andria-Trani","16.0 RICETTAZIONE","0"
"Puglia","Barletta-Andria-Trani","17.0 RAPINE","0"
"Puglia","Barletta-Andria-Trani","18.0 ESTORSIONI","0"
"Puglia","Barletta-Andria-Trani","19.0 USURA","0"
"Puglia","Barletta-Andria-Trani","20.0 SEQUESTRI DI PERSONA","0"
"Puglia","Barletta-Andria-Trani","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Puglia","Barletta-Andria-Trani","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Puglia","Barletta-Andria-Trani","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Puglia","Barletta-Andria-Trani","24.0 TRUFFE E FRODI INFORMATICHE","0"
"Puglia","Barletta-Andria-Trani","25.0 INCENDI","0"
"Puglia","Barletta-Andria-Trani","26.0 DANNEGGIAMENTI","0"
"Puglia","Barletta-Andria-Trani","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","0"
"Puglia","Barletta-Andria-Trani","28.0 CONTRABBANDO","0"
"Puglia","Barletta-Andria-Trani","29.0 STUPEFACENTI","0"
"Puglia","Barletta-Andria-Trani","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Puglia","Barletta-Andria-Trani","31.0 DELITTI INFORMATICI","0"
"Puglia","Barletta-Andria-Trani","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","0"
"Puglia","Barletta-Andria-Trani","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Puglia","Barletta-Andria-Trani","34.0 ALTRI DELITTI","0"
"Puglia","Brindisi","01.0 ATTENTATI","0"
"Puglia","Brindisi","02.0 STRAGE","0"
"Puglia","Brindisi","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Puglia","Brindisi","04.0 INFANTICIDI","0"
"Puglia","Brindisi","05.0 TENTATI OMICIDI","3"
"Puglia","Brindisi","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Puglia","Brindisi","07.0 OMICIDI COLPOSI","3"
"Puglia","Brindisi","08.0 LESIONI DOLOSE","97"
"Puglia","Brindisi","09.0 PERCOSSE","26"
"Puglia","Brindisi","10.0 MINACCE","125"
"Puglia","Brindisi","11.0 INGIURIE","0"
"Puglia","Brindisi","12.0 VIOLENZE SESSUALI","8"
"Puglia","Brindisi","13.0 ATTI SESSUALI CON MINORENNE","0"
"Puglia","Brindisi","14.0 CORRUZIONE DI MINORENNE","0"
"Puglia","Brindisi","15.0 FURTI","1962"
"Puglia","Brindisi","16.0 RICETTAZIONE","57"
"Puglia","Brindisi","17.0 RAPINE","55"
"Puglia","Brindisi","18.0 ESTORSIONI","16"
"Puglia","Brindisi","19.0 USURA","0"
"Puglia","Brindisi","20.0 SEQUESTRI DI PERSONA","2"
"Puglia","Brindisi","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Puglia","Brindisi","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Puglia","Brindisi","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Puglia","Brindisi","24.0 TRUFFE E FRODI INFORMATICHE","224"
"Puglia","Brindisi","25.0 INCENDI","15"
"Puglia","Brindisi","26.0 DANNEGGIAMENTI","373"
"Puglia","Brindisi","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","39"
"Puglia","Brindisi","28.0 CONTRABBANDO","0"
"Puglia","Brindisi","29.0 STUPEFACENTI","105"
"Puglia","Brindisi","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Puglia","Brindisi","31.0 DELITTI INFORMATICI","17"
"Puglia","Brindisi","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","36"
"Puglia","Brindisi","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Puglia","Brindisi","34.0 ALTRI DELITTI","883"
"Puglia","Foggia","01.0 ATTENTATI","4"
"Puglia","Foggia","02.0 STRAGE","0"
"Puglia","Foggia","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Puglia","Foggia","04.0 INFANTICIDI","0"
"Puglia","Foggia","05.0 TENTATI OMICIDI","10"
"Puglia","Foggia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Puglia","Foggia","07.0 OMICIDI COLPOSI","7"
"Puglia","Foggia","08.0 LESIONI DOLOSE","196"
"Puglia","Foggia","09.0 PERCOSSE","26"
"Puglia","Foggia","10.0 MINACCE","241"
"Puglia","Foggia","11.0 INGIURIE","0"
"Puglia","Foggia","12.0 VIOLENZE SESSUALI","7"
"Puglia","Foggia","13.0 ATTI SESSUALI CON MINORENNE","1"
"Puglia","Foggia","14.0 CORRUZIONE DI MINORENNE","1"
"Puglia","Foggia","15.0 FURTI","5071"
"Puglia","Foggia","16.0 RICETTAZIONE","101"
"Puglia","Foggia","17.0 RAPINE","89"
"Puglia","Foggia","18.0 ESTORSIONI","94"
"Puglia","Foggia","19.0 USURA","2"
"Puglia","Foggia","20.0 SEQUESTRI DI PERSONA","8"
"Puglia","Foggia","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Puglia","Foggia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","2"
"Puglia","Foggia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","17"
"Puglia","Foggia","24.0 TRUFFE E FRODI INFORMATICHE","697"
"Puglia","Foggia","25.0 INCENDI","17"
"Puglia","Foggia","26.0 DANNEGGIAMENTI","895"
"Puglia","Foggia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","73"
"Puglia","Foggia","28.0 CONTRABBANDO","0"
"Puglia","Foggia","29.0 STUPEFACENTI","72"
"Puglia","Foggia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","7"
"Puglia","Foggia","31.0 DELITTI INFORMATICI","57"
"Puglia","Foggia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","15"
"Puglia","Foggia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","3"
"Puglia","Foggia","34.0 ALTRI DELITTI","1418"
"Puglia","Lecce","01.0 ATTENTATI","1"
"Puglia","Lecce","02.0 STRAGE","0"
"Puglia","Lecce","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Puglia","Lecce","04.0 INFANTICIDI","0"
"Puglia","Lecce","05.0 TENTATI OMICIDI","2"
"Puglia","Lecce","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Puglia","Lecce","07.0 OMICIDI COLPOSI","4"
"Puglia","Lecce","08.0 LESIONI DOLOSE","123"
"Puglia","Lecce","09.0 PERCOSSE","24"
"Puglia","Lecce","10.0 MINACCE","158"
"Puglia","Lecce","11.0 INGIURIE","0"
"Puglia","Lecce","12.0 VIOLENZE SESSUALI","8"
"Puglia","Lecce","13.0 ATTI SESSUALI CON MINORENNE","0"
"Puglia","Lecce","14.0 CORRUZIONE DI MINORENNE","0"
"Puglia","Lecce","15.0 FURTI","2041"
"Puglia","Lecce","16.0 RICETTAZIONE","78"
"Puglia","Lecce","17.0 RAPINE","46"
"Puglia","Lecce","18.0 ESTORSIONI","27"
"Puglia","Lecce","19.0 USURA","1"
"Puglia","Lecce","20.0 SEQUESTRI DI PERSONA","1"
"Puglia","Lecce","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Puglia","Lecce","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Puglia","Lecce","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Puglia","Lecce","24.0 TRUFFE E FRODI INFORMATICHE","483"
"Puglia","Lecce","25.0 INCENDI","34"
"Puglia","Lecce","26.0 DANNEGGIAMENTI","477"
"Puglia","Lecce","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","33"
"Puglia","Lecce","28.0 CONTRABBANDO","0"
"Puglia","Lecce","29.0 STUPEFACENTI","132"
"Puglia","Lecce","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","4"
"Puglia","Lecce","31.0 DELITTI INFORMATICI","77"
"Puglia","Lecce","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","53"
"Puglia","Lecce","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","11"
"Puglia","Lecce","34.0 ALTRI DELITTI","1363"
"Puglia","Taranto","01.0 ATTENTATI","0"
"Puglia","Taranto","02.0 STRAGE","0"
"Puglia","Taranto","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Puglia","Taranto","04.0 INFANTICIDI","0"
"Puglia","Taranto","05.0 TENTATI OMICIDI","7"
"Puglia","Taranto","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Puglia","Taranto","07.0 OMICIDI COLPOSI","4"
"Puglia","Taranto","08.0 LESIONI DOLOSE","191"
"Puglia","Taranto","09.0 PERCOSSE","38"
"Puglia","Taranto","10.0 MINACCE","226"
"Puglia","Taranto","11.0 INGIURIE","0"
"Puglia","Taranto","12.0 VIOLENZE SESSUALI","8"
"Puglia","Taranto","13.0 ATTI SESSUALI CON MINORENNE","1"
"Puglia","Taranto","14.0 CORRUZIONE DI MINORENNE","0"
"Puglia","Taranto","16.0 RICETTAZIONE","47"
"Puglia","Taranto","17.0 RAPINE","81"
"Puglia","Taranto","18.0 ESTORSIONI","46"
"Puglia","Taranto","19.0 USURA","3"
"Puglia","Taranto","20.0 SEQUESTRI DI PERSONA","2"
"Puglia","Taranto","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Puglia","Taranto","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Puglia","Taranto","23.0 RICICLAGGIO E IMPIEGO DI DENARO","3"
"Puglia","Taranto","24.0 TRUFFE E FRODI INFORMATICHE","487"
"Puglia","Taranto","25.0 INCENDI","31"
"Puglia","Taranto","26.0 DANNEGGIAMENTI","430"
"Puglia","Taranto","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","67"
"Puglia","Taranto","28.0 CONTRABBANDO","0"
"Puglia","Taranto","29.0 STUPEFACENTI","154"
"Puglia","Taranto","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Puglia","Taranto","31.0 DELITTI INFORMATICI","79"
"Puglia","Taranto","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","114"
"Puglia","Taranto","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","7"
"Puglia","Taranto","34.0 ALTRI DELITTI","1701"
"Basilicata","Matera","01.0 ATTENTATI","0"
"Basilicata","Matera","02.0 STRAGE","0"
"Basilicata","Matera","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Basilicata","Matera","04.0 INFANTICIDI","0"
"Basilicata","Matera","05.0 TENTATI OMICIDI","0"
"Basilicata","Matera","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Palermo","11.0 INGIURIE","0"
"Basilicata","Matera","07.0 OMICIDI COLPOSI","2"
"Basilicata","Matera","08.0 LESIONI DOLOSE","61"
"Basilicata","Matera","09.0 PERCOSSE","7"
"Basilicata","Matera","10.0 MINACCE","71"
"Basilicata","Matera","11.0 INGIURIE","0"
"Basilicata","Matera","12.0 VIOLENZE SESSUALI","1"
"Basilicata","Matera","13.0 ATTI SESSUALI CON MINORENNE","1"
"Basilicata","Matera","14.0 CORRUZIONE DI MINORENNE","1"
"Basilicata","Matera","15.0 FURTI","671"
"Basilicata","Matera","16.0 RICETTAZIONE","16"
"Basilicata","Matera","17.0 RAPINE","18"
"Basilicata","Matera","18.0 ESTORSIONI","6"
"Basilicata","Matera","19.0 USURA","0"
"Basilicata","Matera","20.0 SEQUESTRI DI PERSONA","2"
"Basilicata","Matera","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Basilicata","Matera","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Basilicata","Matera","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Basilicata","Matera","24.0 TRUFFE E FRODI INFORMATICHE","254"
"Basilicata","Matera","25.0 INCENDI","4"
"Basilicata","Matera","26.0 DANNEGGIAMENTI","353"
"Basilicata","Matera","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","4"
"Basilicata","Matera","28.0 CONTRABBANDO","0"
"Basilicata","Matera","29.0 STUPEFACENTI","38"
"Basilicata","Matera","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Basilicata","Matera","31.0 DELITTI INFORMATICI","13"
"Basilicata","Matera","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Basilicata","Matera","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","1"
"Basilicata","Matera","34.0 ALTRI DELITTI","440"
"Basilicata","Potenza","01.0 ATTENTATI","0"
"Basilicata","Potenza","02.0 STRAGE","0"
"Basilicata","Potenza","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Basilicata","Potenza","04.0 INFANTICIDI","0"
"Basilicata","Potenza","05.0 TENTATI OMICIDI","0"
"Basilicata","Potenza","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Basilicata","Potenza","07.0 OMICIDI COLPOSI","3"
"Basilicata","Potenza","08.0 LESIONI DOLOSE","74"
"Basilicata","Potenza","09.0 PERCOSSE","12"
"Basilicata","Potenza","10.0 MINACCE","92"
"Basilicata","Potenza","11.0 INGIURIE","0"
"Basilicata","Potenza","12.0 VIOLENZE SESSUALI","2"
"Basilicata","Potenza","13.0 ATTI SESSUALI CON MINORENNE","1"
"Basilicata","Potenza","14.0 CORRUZIONE DI MINORENNE","0"
"Basilicata","Potenza","15.0 FURTI","539"
"Basilicata","Potenza","16.0 RICETTAZIONE","10"
"Basilicata","Potenza","17.0 RAPINE","7"
"Basilicata","Potenza","18.0 ESTORSIONI","19"
"Basilicata","Potenza","19.0 USURA","0"
"Basilicata","Potenza","20.0 SEQUESTRI DI PERSONA","0"
"Basilicata","Potenza","21.0 ASSOCIAZIONE PER DELINQUERE","6"
"Basilicata","Potenza","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Basilicata","Potenza","23.0 RICICLAGGIO E IMPIEGO DI DENARO","6"
"Basilicata","Potenza","24.0 TRUFFE E FRODI INFORMATICHE","257"
"Basilicata","Potenza","25.0 INCENDI","2"
"Basilicata","Potenza","26.0 DANNEGGIAMENTI","168"
"Basilicata","Potenza","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","1"
"Basilicata","Potenza","28.0 CONTRABBANDO","0"
"Basilicata","Potenza","29.0 STUPEFACENTI","34"
"Basilicata","Potenza","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Basilicata","Potenza","31.0 DELITTI INFORMATICI","24"
"Basilicata","Potenza","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","3"
"Basilicata","Potenza","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Basilicata","Potenza","34.0 ALTRI DELITTI","630"
"Calabria","Catanzaro","01.0 ATTENTATI","0"
"Calabria","Catanzaro","02.0 STRAGE","0"
"Calabria","Catanzaro","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Calabria","Catanzaro","04.0 INFANTICIDI","0"
"Calabria","Catanzaro","05.0 TENTATI OMICIDI","0"
"Calabria","Catanzaro","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Calabria","Catanzaro","07.0 OMICIDI COLPOSI","8"
"Calabria","Catanzaro","08.0 LESIONI DOLOSE","124"
"Calabria","Catanzaro","09.0 PERCOSSE","18"
"Calabria","Catanzaro","10.0 MINACCE","213"
"Calabria","Catanzaro","11.0 INGIURIE","0"
"Calabria","Catanzaro","12.0 VIOLENZE SESSUALI","9"
"Calabria","Catanzaro","13.0 ATTI SESSUALI CON MINORENNE","2"
"Calabria","Catanzaro","14.0 CORRUZIONE DI MINORENNE","0"
"Calabria","Catanzaro","15.0 FURTI","1736"
"Calabria","Catanzaro","16.0 RICETTAZIONE","27"
"Calabria","Catanzaro","17.0 RAPINE","22"
"Calabria","Catanzaro","18.0 ESTORSIONI","18"
"Calabria","Catanzaro","19.0 USURA","0"
"Calabria","Catanzaro","20.0 SEQUESTRI DI PERSONA","2"
"Calabria","Catanzaro","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Calabria","Catanzaro","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Calabria","Catanzaro","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Calabria","Catanzaro","24.0 TRUFFE E FRODI INFORMATICHE","478"
"Calabria","Catanzaro","25.0 INCENDI","15"
"Calabria","Catanzaro","26.0 DANNEGGIAMENTI","520"
"Calabria","Catanzaro","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","32"
"Calabria","Catanzaro","28.0 CONTRABBANDO","0"
"Calabria","Catanzaro","29.0 STUPEFACENTI","86"
"Calabria","Crotone","02.0 STRAGE","0"
"Calabria","Catanzaro","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Calabria","Catanzaro","31.0 DELITTI INFORMATICI","25"
"Calabria","Catanzaro","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Calabria","Catanzaro","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Calabria","Catanzaro","34.0 ALTRI DELITTI","907"
"Calabria","Cosenza","01.0 ATTENTATI","1"
"Calabria","Cosenza","02.0 STRAGE","0"
"Calabria","Cosenza","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Calabria","Cosenza","04.0 INFANTICIDI","0"
"Calabria","Cosenza","05.0 TENTATI OMICIDI","1"
"Calabria","Cosenza","06.0 OMICIDIO PRETERINTENZIONALE","1"
"Calabria","Cosenza","07.0 OMICIDI COLPOSI","3"
"Calabria","Cosenza","08.0 LESIONI DOLOSE","62"
"Calabria","Cosenza","09.0 PERCOSSE","3"
"Calabria","Cosenza","10.0 MINACCE","70"
"Calabria","Cosenza","11.0 INGIURIE","0"
"Calabria","Cosenza","12.0 VIOLENZE SESSUALI","11"
"Calabria","Cosenza","13.0 ATTI SESSUALI CON MINORENNE","2"
"Calabria","Cosenza","14.0 CORRUZIONE DI MINORENNE","0"
"Calabria","Cosenza","15.0 FURTI","1663"
"Calabria","Cosenza","16.0 RICETTAZIONE","25"
"Calabria","Cosenza","17.0 RAPINE","31"
"Calabria","Cosenza","18.0 ESTORSIONI","54"
"Calabria","Cosenza","19.0 USURA","0"
"Calabria","Cosenza","20.0 SEQUESTRI DI PERSONA","2"
"Calabria","Cosenza","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Calabria","Cosenza","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Calabria","Cosenza","23.0 RICICLAGGIO E IMPIEGO DI DENARO","3"
"Calabria","Cosenza","24.0 TRUFFE E FRODI INFORMATICHE","200"
"Calabria","Cosenza","25.0 INCENDI","9"
"Calabria","Cosenza","26.0 DANNEGGIAMENTI","199"
"Calabria","Cosenza","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","5"
"Calabria","Cosenza","28.0 CONTRABBANDO","0"
"Calabria","Cosenza","29.0 STUPEFACENTI","70"
"Calabria","Cosenza","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Calabria","Cosenza","31.0 DELITTI INFORMATICI","14"
"Calabria","Cosenza","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","10"
"Calabria","Cosenza","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Calabria","Cosenza","34.0 ALTRI DELITTI","464"
"Calabria","Crotone","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Calabria","Crotone","04.0 INFANTICIDI","0"
"Calabria","Crotone","05.0 TENTATI OMICIDI","2"
"Calabria","Crotone","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Calabria","Crotone","07.0 OMICIDI COLPOSI","1"
"Calabria","Crotone","08.0 LESIONI DOLOSE","84"
"Calabria","Crotone","09.0 PERCOSSE","23"
"Calabria","Crotone","10.0 MINACCE","152"
"Calabria","Crotone","11.0 INGIURIE","0"
"Calabria","Crotone","12.0 VIOLENZE SESSUALI","3"
"Calabria","Crotone","13.0 ATTI SESSUALI CON MINORENNE","0"
"Calabria","Crotone","14.0 CORRUZIONE DI MINORENNE","0"
"Calabria","Crotone","15.0 FURTI","554"
"Calabria","Crotone","16.0 RICETTAZIONE","19"
"Calabria","Crotone","17.0 RAPINE","23"
"Calabria","Crotone","18.0 ESTORSIONI","26"
"Calabria","Crotone","19.0 USURA","0"
"Calabria","Crotone","20.0 SEQUESTRI DI PERSONA","3"
"Calabria","Crotone","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Calabria","Crotone","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Calabria","Crotone","23.0 RICICLAGGIO E IMPIEGO DI DENARO","14"
"Calabria","Crotone","24.0 TRUFFE E FRODI INFORMATICHE","205"
"Calabria","Crotone","25.0 INCENDI","11"
"Calabria","Crotone","26.0 DANNEGGIAMENTI","269"
"Calabria","Crotone","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","32"
"Calabria","Crotone","28.0 CONTRABBANDO","0"
"Calabria","Crotone","29.0 STUPEFACENTI","40"
"Calabria","Crotone","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Calabria","Crotone","31.0 DELITTI INFORMATICI","7"
"Calabria","Crotone","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","6"
"Calabria","Crotone","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","4"
"Calabria","Crotone","34.0 ALTRI DELITTI","662"
"Calabria","Reggio Calabria","01.0 ATTENTATI","0"
"Calabria","Reggio Calabria","02.0 STRAGE","0"
"Calabria","Reggio Calabria","03.0 OMICIDI VOLONTARI CONSUMATI","4"
"Calabria","Reggio Calabria","04.0 INFANTICIDI","0"
"Calabria","Reggio Calabria","05.0 TENTATI OMICIDI","6"
"Calabria","Reggio Calabria","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Calabria","Reggio Calabria","07.0 OMICIDI COLPOSI","6"
"Sardegna","Sassari","10.0 MINACCE","136"
"Calabria","Reggio Calabria","08.0 LESIONI DOLOSE","162"
"Calabria","Reggio Calabria","09.0 PERCOSSE","58"
"Calabria","Reggio Calabria","10.0 MINACCE","316"
"Calabria","Reggio Calabria","11.0 INGIURIE","0"
"Calabria","Reggio Calabria","12.0 VIOLENZE SESSUALI","13"
"Calabria","Reggio Calabria","13.0 ATTI SESSUALI CON MINORENNE","0"
