"regione","capoluogo","reato","totale_delitti"
"Calabria","Reggio Calabria","14.0 CORRUZIONE DI MINORENNE","0"
"Calabria","Reggio Calabria","15.0 FURTI","3313"
"Calabria","Reggio Calabria","16.0 RICETTAZIONE","42"
"Calabria","Reggio Calabria","17.0 RAPINE","51"
"Calabria","Reggio Calabria","18.0 ESTORSIONI","26"
"Calabria","Reggio Calabria","19.0 USURA","0"
"Calabria","Reggio Calabria","20.0 SEQUESTRI DI PERSONA","4"
"Calabria","Reggio Calabria","21.0 ASSOCIAZIONE PER DELINQUERE","8"
"Calabria","Reggio Calabria","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","5"
"Calabria","Reggio Calabria","23.0 RICICLAGGIO E IMPIEGO DI DENARO","6"
"Calabria","Reggio Calabria","24.0 TRUFFE E FRODI INFORMATICHE","805"
"Calabria","Reggio Calabria","25.0 INCENDI","8"
"Calabria","Reggio Calabria","26.0 DANNEGGIAMENTI","895"
"Calabria","Reggio Calabria","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","119"
"Calabria","Reggio Calabria","28.0 CONTRABBANDO","0"
"Calabria","Reggio Calabria","29.0 STUPEFACENTI","38"
"Calabria","Reggio Calabria","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","6"
"Calabria","Reggio Calabria","31.0 DELITTI INFORMATICI","36"
"Calabria","Reggio Calabria","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","7"
"Calabria","Reggio Calabria","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Calabria","Reggio Calabria","34.0 ALTRI DELITTI","1094"
"Calabria","Vibo Valentia","01.0 ATTENTATI","1"
"Calabria","Vibo Valentia","02.0 STRAGE","0"
"Calabria","Vibo Valentia","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Calabria","Vibo Valentia","04.0 INFANTICIDI","0"
"Calabria","Vibo Valentia","05.0 TENTATI OMICIDI","3"
"Calabria","Vibo Valentia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Calabria","Vibo Valentia","07.0 OMICIDI COLPOSI","2"
"Calabria","Vibo Valentia","08.0 LESIONI DOLOSE","34"
"Calabria","Vibo Valentia","09.0 PERCOSSE","28"
"Calabria","Vibo Valentia","10.0 MINACCE","103"
"Calabria","Vibo Valentia","11.0 INGIURIE","0"
"Calabria","Vibo Valentia","12.0 VIOLENZE SESSUALI","3"
"Sardegna","Sassari","11.0 INGIURIE","0"
"Calabria","Vibo Valentia","13.0 ATTI SESSUALI CON MINORENNE","0"
"Calabria","Vibo Valentia","14.0 CORRUZIONE DI MINORENNE","0"
"Calabria","Vibo Valentia","15.0 FURTI","399"
"Calabria","Vibo Valentia","16.0 RICETTAZIONE","7"
"Calabria","Vibo Valentia","17.0 RAPINE","7"
"Calabria","Vibo Valentia","18.0 ESTORSIONI","19"
"Calabria","Vibo Valentia","19.0 USURA","0"
"Calabria","Vibo Valentia","20.0 SEQUESTRI DI PERSONA","0"
"Calabria","Vibo Valentia","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Calabria","Vibo Valentia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Calabria","Vibo Valentia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Calabria","Vibo Valentia","24.0 TRUFFE E FRODI INFORMATICHE","196"
"Calabria","Vibo Valentia","25.0 INCENDI","3"
"Calabria","Vibo Valentia","26.0 DANNEGGIAMENTI","260"
"Calabria","Vibo Valentia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","16"
"Calabria","Vibo Valentia","28.0 CONTRABBANDO","0"
"Calabria","Vibo Valentia","29.0 STUPEFACENTI","15"
"Calabria","Vibo Valentia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Calabria","Vibo Valentia","31.0 DELITTI INFORMATICI","16"
"Calabria","Vibo Valentia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","0"
"Calabria","Vibo Valentia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Calabria","Vibo Valentia","34.0 ALTRI DELITTI","339"
"Sicilia","Agrigento","01.0 ATTENTATI","0"
"Sicilia","Agrigento","02.0 STRAGE","0"
"Sicilia","Agrigento","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Sicilia","Agrigento","04.0 INFANTICIDI","0"
"Sicilia","Agrigento","05.0 TENTATI OMICIDI","5"
"Sicilia","Agrigento","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Agrigento","07.0 OMICIDI COLPOSI","1"
"Sicilia","Agrigento","08.0 LESIONI DOLOSE","79"
"Sicilia","Agrigento","09.0 PERCOSSE","17"
"Sicilia","Agrigento","10.0 MINACCE","97"
"Sicilia","Agrigento","11.0 INGIURIE","0"
"Sicilia","Agrigento","12.0 VIOLENZE SESSUALI","14"
"Sicilia","Agrigento","13.0 ATTI SESSUALI CON MINORENNE","1"
"Sicilia","Agrigento","14.0 CORRUZIONE DI MINORENNE","0"
"Sicilia","Agrigento","15.0 FURTI","921"
"Sicilia","Agrigento","16.0 RICETTAZIONE","33"
"Sicilia","Agrigento","17.0 RAPINE","15"
"Sicilia","Agrigento","18.0 ESTORSIONI","1"
"Sicilia","Agrigento","19.0 USURA","0"
"Sicilia","Agrigento","20.0 SEQUESTRI DI PERSONA","4"
"Sicilia","Agrigento","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Sicilia","Agrigento","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Agrigento","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Sicilia","Agrigento","24.0 TRUFFE E FRODI INFORMATICHE","221"
"Sicilia","Agrigento","25.0 INCENDI","11"
"Sicilia","Agrigento","26.0 DANNEGGIAMENTI","352"
"Sicilia","Agrigento","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","11"
"Sicilia","Agrigento","28.0 CONTRABBANDO","0"
"Sicilia","Agrigento","29.0 STUPEFACENTI","52"
"Sicilia","Agrigento","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Sicilia","Agrigento","31.0 DELITTI INFORMATICI","3"
"Sicilia","Agrigento","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","8"
"Sicilia","Agrigento","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Sicilia","Agrigento","34.0 ALTRI DELITTI","689"
"Sicilia","Caltanissetta","01.0 ATTENTATI","0"
"Sicilia","Caltanissetta","02.0 STRAGE","0"
"Sicilia","Caltanissetta","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Sicilia","Caltanissetta","04.0 INFANTICIDI","0"
"Sicilia","Caltanissetta","05.0 TENTATI OMICIDI","1"
"Sicilia","Caltanissetta","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Caltanissetta","07.0 OMICIDI COLPOSI","5"
"Sicilia","Caltanissetta","08.0 LESIONI DOLOSE","72"
"Sicilia","Caltanissetta","09.0 PERCOSSE","10"
"Sicilia","Caltanissetta","10.0 MINACCE","87"
"Sicilia","Caltanissetta","11.0 INGIURIE","0"
"Sicilia","Caltanissetta","12.0 VIOLENZE SESSUALI","5"
"Sicilia","Caltanissetta","13.0 ATTI SESSUALI CON MINORENNE","0"
"Sicilia","Caltanissetta","14.0 CORRUZIONE DI MINORENNE","1"
"Sicilia","Caltanissetta","15.0 FURTI","587"
"Sicilia","Caltanissetta","16.0 RICETTAZIONE","17"
"Sicilia","Caltanissetta","17.0 RAPINE","12"
"Sicilia","Caltanissetta","18.0 ESTORSIONI","6"
"Sicilia","Caltanissetta","19.0 USURA","0"
"Sicilia","Caltanissetta","20.0 SEQUESTRI DI PERSONA","1"
"Sicilia","Caltanissetta","21.0 ASSOCIAZIONE PER DELINQUERE","3"
"Sicilia","Caltanissetta","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Caltanissetta","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Sicilia","Caltanissetta","24.0 TRUFFE E FRODI INFORMATICHE","323"
"Sicilia","Caltanissetta","25.0 INCENDI","7"
"Sicilia","Caltanissetta","26.0 DANNEGGIAMENTI","220"
"Sicilia","Caltanissetta","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","19"
"Sicilia","Caltanissetta","28.0 CONTRABBANDO","0"
"Sicilia","Caltanissetta","29.0 STUPEFACENTI","61"
"Sicilia","Caltanissetta","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Sicilia","Caltanissetta","31.0 DELITTI INFORMATICI","7"
"Sicilia","Caltanissetta","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","7"
"Sicilia","Caltanissetta","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Sicilia","Caltanissetta","34.0 ALTRI DELITTI","401"
"Sicilia","Catania","01.0 ATTENTATI","1"
"Sicilia","Catania","02.0 STRAGE","0"
"Sicilia","Catania","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Sicilia","Catania","04.0 INFANTICIDI","0"
"Sicilia","Catania","05.0 TENTATI OMICIDI","10"
"Sicilia","Catania","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Catania","07.0 OMICIDI COLPOSI","18"
"Sicilia","Catania","08.0 LESIONI DOLOSE","393"
"Sicilia","Catania","09.0 PERCOSSE","69"
"Sicilia","Catania","10.0 MINACCE","473"
"Sicilia","Catania","11.0 INGIURIE","0"
"Sicilia","Catania","12.0 VIOLENZE SESSUALI","29"
"Sicilia","Catania","13.0 ATTI SESSUALI CON MINORENNE","8"
"Sicilia","Catania","14.0 CORRUZIONE DI MINORENNE","1"
"Sicilia","Catania","15.0 FURTI","13229"
"Sicilia","Catania","16.0 RICETTAZIONE","188"
"Sicilia","Catania","17.0 RAPINE","354"
"Sicilia","Catania","18.0 ESTORSIONI","144"
"Sicilia","Catania","19.0 USURA","2"
"Sicilia","Catania","20.0 SEQUESTRI DI PERSONA","7"
"Sicilia","Catania","21.0 ASSOCIAZIONE PER DELINQUERE","11"
"Sicilia","Catania","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","2"
"Sicilia","Catania","23.0 RICICLAGGIO E IMPIEGO DI DENARO","25"
"Sicilia","Catania","24.0 TRUFFE E FRODI INFORMATICHE","1082"
"Sicilia","Catania","25.0 INCENDI","16"
"Sicilia","Catania","26.0 DANNEGGIAMENTI","943"
"Sicilia","Catania","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","33"
"Sicilia","Catania","28.0 CONTRABBANDO","0"
"Sicilia","Catania","29.0 STUPEFACENTI","395"
"Sicilia","Catania","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","38"
"Sicilia","Catania","31.0 DELITTI INFORMATICI","226"
"Sicilia","Catania","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","70"
"Sicilia","Catania","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","35"
"Sicilia","Catania","34.0 ALTRI DELITTI","3390"
"Sicilia","Enna","01.0 ATTENTATI","0"
"Sicilia","Enna","02.0 STRAGE","0"
"Sicilia","Enna","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Sicilia","Enna","04.0 INFANTICIDI","0"
"Sicilia","Enna","05.0 TENTATI OMICIDI","0"
"Sicilia","Enna","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Enna","07.0 OMICIDI COLPOSI","0"
"Sicilia","Enna","08.0 LESIONI DOLOSE","31"
"Sicilia","Enna","09.0 PERCOSSE","3"
"Sicilia","Enna","10.0 MINACCE","45"
"Sicilia","Enna","11.0 INGIURIE","0"
"Sicilia","Enna","12.0 VIOLENZE SESSUALI","0"
"Sicilia","Enna","13.0 ATTI SESSUALI CON MINORENNE","1"
"Sicilia","Enna","14.0 CORRUZIONE DI MINORENNE","0"
"Sicilia","Enna","15.0 FURTI","224"
"Sicilia","Enna","16.0 RICETTAZIONE","7"
"Sicilia","Enna","17.0 RAPINE","0"
"Sicilia","Enna","18.0 ESTORSIONI","2"
"Sicilia","Enna","19.0 USURA","0"
"Sicilia","Enna","20.0 SEQUESTRI DI PERSONA","0"
"Sicilia","Enna","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Sicilia","Enna","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Sicilia","Enna","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Sicilia","Enna","24.0 TRUFFE E FRODI INFORMATICHE","108"
"Sicilia","Enna","25.0 INCENDI","4"
"Sicilia","Enna","26.0 DANNEGGIAMENTI","105"
"Sicilia","Enna","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Sicilia","Enna","28.0 CONTRABBANDO","0"
"Sicilia","Enna","29.0 STUPEFACENTI","10"
"Sicilia","Enna","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","0"
"Sicilia","Enna","31.0 DELITTI INFORMATICI","3"
"Sicilia","Enna","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","1"
"Sicilia","Enna","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Sicilia","Enna","34.0 ALTRI DELITTI","167"
"Sicilia","Messina","01.0 ATTENTATI","1"
"Sicilia","Messina","02.0 STRAGE","0"
"Sicilia","Messina","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Sicilia","Messina","04.0 INFANTICIDI","0"
"Sicilia","Messina","05.0 TENTATI OMICIDI","6"
"Sicilia","Messina","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Messina","07.0 OMICIDI COLPOSI","5"
"Sicilia","Messina","08.0 LESIONI DOLOSE","245"
"Sicilia","Messina","09.0 PERCOSSE","41"
"Sicilia","Messina","10.0 MINACCE","259"
"Sicilia","Messina","11.0 INGIURIE","0"
"Sicilia","Messina","12.0 VIOLENZE SESSUALI","15"
"Sicilia","Messina","13.0 ATTI SESSUALI CON MINORENNE","0"
"Sicilia","Messina","14.0 CORRUZIONE DI MINORENNE","0"
"Sicilia","Messina","15.0 FURTI","3182"
"Sicilia","Messina","16.0 RICETTAZIONE","45"
"Sicilia","Messina","17.0 RAPINE","78"
"Sicilia","Messina","18.0 ESTORSIONI","45"
"Sicilia","Messina","19.0 USURA","2"
"Sicilia","Messina","20.0 SEQUESTRI DI PERSONA","4"
"Sicilia","Messina","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Sicilia","Messina","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","2"
"Sicilia","Messina","23.0 RICICLAGGIO E IMPIEGO DI DENARO","9"
"Sicilia","Messina","24.0 TRUFFE E FRODI INFORMATICHE","862"
"Sicilia","Messina","25.0 INCENDI","15"
"Sicilia","Messina","26.0 DANNEGGIAMENTI","785"
"Sicilia","Messina","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","66"
"Sicilia","Messina","28.0 CONTRABBANDO","0"
"Sicilia","Messina","29.0 STUPEFACENTI","104"
"Sicilia","Messina","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Sicilia","Messina","31.0 DELITTI INFORMATICI","77"
"Sicilia","Messina","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","19"
"Sicilia","Messina","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Sicilia","Messina","34.0 ALTRI DELITTI","1630"
"Sicilia","Palermo","01.0 ATTENTATI","2"
"Sicilia","Palermo","02.0 STRAGE","0"
"Sicilia","Palermo","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Sicilia","Palermo","04.0 INFANTICIDI","0"
"Sicilia","Palermo","05.0 TENTATI OMICIDI","15"
"Sicilia","Palermo","06.0 OMICIDIO PRETERINTENZIONALE","2"
"Sicilia","Palermo","07.0 OMICIDI COLPOSI","32"
"Sicilia","Palermo","08.0 LESIONI DOLOSE","577"
"Sicilia","Palermo","09.0 PERCOSSE","122"
"Sicilia","Palermo","10.0 MINACCE","777"
"Sicilia","Palermo","12.0 VIOLENZE SESSUALI","54"
"Sicilia","Palermo","13.0 ATTI SESSUALI CON MINORENNE","2"
"Sicilia","Palermo","14.0 CORRUZIONE DI MINORENNE","1"
"Sicilia","Palermo","15.0 FURTI","17186"
"Sicilia","Palermo","16.0 RICETTAZIONE","308"
"Sicilia","Palermo","17.0 RAPINE","658"
"Sicilia","Palermo","18.0 ESTORSIONI","213"
"Sicilia","Palermo","19.0 USURA","2"
"Sicilia","Palermo","20.0 SEQUESTRI DI PERSONA","13"
"Sicilia","Palermo","21.0 ASSOCIAZIONE PER DELINQUERE","5"
"Sicilia","Palermo","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Palermo","23.0 RICICLAGGIO E IMPIEGO DI DENARO","19"
"Sicilia","Palermo","24.0 TRUFFE E FRODI INFORMATICHE","2521"
"Sicilia","Palermo","25.0 INCENDI","32"
"Sicilia","Palermo","26.0 DANNEGGIAMENTI","1914"
"Sicilia","Palermo","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","82"
"Sicilia","Palermo","28.0 CONTRABBANDO","3"
"Sicilia","Palermo","29.0 STUPEFACENTI","609"
"Sicilia","Palermo","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","19"
"Sicilia","Palermo","31.0 DELITTI INFORMATICI","177"
"Sicilia","Palermo","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","41"
"Sicilia","Palermo","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","30"
"Sicilia","Palermo","34.0 ALTRI DELITTI","5736"
"Sicilia","Ragusa","01.0 ATTENTATI","5"
"Sicilia","Ragusa","02.0 STRAGE","0"
"Sicilia","Ragusa","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Sicilia","Ragusa","04.0 INFANTICIDI","0"
"Sicilia","Ragusa","05.0 TENTATI OMICIDI","0"
"Sicilia","Ragusa","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Ragusa","07.0 OMICIDI COLPOSI","6"
"Sicilia","Ragusa","08.0 LESIONI DOLOSE","98"
"Sicilia","Ragusa","09.0 PERCOSSE","10"
"Sicilia","Ragusa","10.0 MINACCE","116"
"Sicilia","Ragusa","11.0 INGIURIE","0"
"Sicilia","Ragusa","12.0 VIOLENZE SESSUALI","12"
"Sicilia","Ragusa","13.0 ATTI SESSUALI CON MINORENNE","2"
"Sicilia","Ragusa","14.0 CORRUZIONE DI MINORENNE","0"
"Sicilia","Ragusa","15.0 FURTI","947"
"Sicilia","Ragusa","16.0 RICETTAZIONE","30"
"Sicilia","Ragusa","17.0 RAPINE","17"
"Sicilia","Ragusa","18.0 ESTORSIONI","8"
"Sicilia","Ragusa","19.0 USURA","0"
"Sicilia","Ragusa","20.0 SEQUESTRI DI PERSONA","1"
"Sicilia","Ragusa","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Sicilia","Ragusa","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Ragusa","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Sicilia","Ragusa","24.0 TRUFFE E FRODI INFORMATICHE","195"
"Sicilia","Ragusa","25.0 INCENDI","4"
"Sicilia","Ragusa","26.0 DANNEGGIAMENTI","192"
"Sicilia","Ragusa","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","20"
"Sicilia","Ragusa","28.0 CONTRABBANDO","0"
"Sicilia","Ragusa","29.0 STUPEFACENTI","45"
"Sicilia","Ragusa","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","8"
"Sicilia","Ragusa","31.0 DELITTI INFORMATICI","38"
"Sicilia","Ragusa","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","10"
"Sicilia","Ragusa","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Sicilia","Ragusa","34.0 ALTRI DELITTI","579"
"Sicilia","Siracusa","01.0 ATTENTATI","0"
"Sicilia","Siracusa","02.0 STRAGE","0"
"Sicilia","Siracusa","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Sicilia","Siracusa","04.0 INFANTICIDI","0"
"Sicilia","Siracusa","05.0 TENTATI OMICIDI","2"
"Sicilia","Siracusa","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Siracusa","07.0 OMICIDI COLPOSI","6"
"Sicilia","Siracusa","08.0 LESIONI DOLOSE","199"
"Sicilia","Siracusa","09.0 PERCOSSE","24"
"Sicilia","Siracusa","10.0 MINACCE","230"
"Sicilia","Siracusa","11.0 INGIURIE","0"
"Sicilia","Siracusa","12.0 VIOLENZE SESSUALI","5"
"Sicilia","Siracusa","13.0 ATTI SESSUALI CON MINORENNE","1"
"Sicilia","Siracusa","14.0 CORRUZIONE DI MINORENNE","2"
"Sicilia","Siracusa","15.0 FURTI","2737"
"Sicilia","Siracusa","16.0 RICETTAZIONE","72"
"Sicilia","Siracusa","17.0 RAPINE","56"
"Sicilia","Siracusa","18.0 ESTORSIONI","16"
"Sicilia","Siracusa","19.0 USURA","0"
"Sicilia","Siracusa","20.0 SEQUESTRI DI PERSONA","0"
"Sicilia","Siracusa","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Sicilia","Siracusa","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Siracusa","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Sicilia","Siracusa","24.0 TRUFFE E FRODI INFORMATICHE","538"
"Sicilia","Siracusa","25.0 INCENDI","10"
"Sicilia","Siracusa","26.0 DANNEGGIAMENTI","441"
"Sicilia","Siracusa","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","59"
"Sicilia","Siracusa","28.0 CONTRABBANDO","0"
"Sicilia","Siracusa","29.0 STUPEFACENTI","118"
"Sicilia","Siracusa","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Sicilia","Siracusa","31.0 DELITTI INFORMATICI","9"
"Sicilia","Siracusa","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","12"
"Sicilia","Siracusa","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","3"
"Sicilia","Siracusa","34.0 ALTRI DELITTI","1365"
"Sicilia","Trapani","01.0 ATTENTATI","1"
"Sicilia","Trapani","02.0 STRAGE","0"
"Sicilia","Trapani","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Sicilia","Trapani","04.0 INFANTICIDI","0"
"Sicilia","Trapani","05.0 TENTATI OMICIDI","1"
"Sicilia","Trapani","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sicilia","Trapani","07.0 OMICIDI COLPOSI","2"
"Sicilia","Trapani","08.0 LESIONI DOLOSE","140"
"Sicilia","Trapani","09.0 PERCOSSE","25"
"Sicilia","Trapani","10.0 MINACCE","143"
"Sicilia","Trapani","11.0 INGIURIE","0"
"Sicilia","Trapani","12.0 VIOLENZE SESSUALI","5"
"Sicilia","Trapani","13.0 ATTI SESSUALI CON MINORENNE","1"
"Sicilia","Trapani","14.0 CORRUZIONE DI MINORENNE","0"
"Sicilia","Trapani","15.0 FURTI","1463"
"Sicilia","Trapani","16.0 RICETTAZIONE","25"
"Sicilia","Trapani","17.0 RAPINE","23"
"Sicilia","Trapani","18.0 ESTORSIONI","20"
"Sicilia","Trapani","19.0 USURA","1"
"Sicilia","Trapani","20.0 SEQUESTRI DI PERSONA","2"
"Sicilia","Trapani","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Sicilia","Trapani","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sicilia","Trapani","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Sicilia","Trapani","24.0 TRUFFE E FRODI INFORMATICHE","218"
"Sicilia","Trapani","25.0 INCENDI","8"
"Sicilia","Trapani","26.0 DANNEGGIAMENTI","311"
"Sicilia","Trapani","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","93"
"Sicilia","Trapani","28.0 CONTRABBANDO","0"
"Sicilia","Trapani","29.0 STUPEFACENTI","57"
"Sicilia","Trapani","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Sicilia","Trapani","31.0 DELITTI INFORMATICI","23"
"Sicilia","Trapani","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Sicilia","Trapani","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Sicilia","Trapani","34.0 ALTRI DELITTI","625"
"Sardegna","Cagliari","01.0 ATTENTATI","0"
"Sardegna","Cagliari","02.0 STRAGE","0"
"Sardegna","Cagliari","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Sardegna","Cagliari","04.0 INFANTICIDI","0"
"Sardegna","Cagliari","05.0 TENTATI OMICIDI","1"
"Sardegna","Cagliari","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Sardegna","Cagliari","07.0 OMICIDI COLPOSI","4"
"Sardegna","Cagliari","08.0 LESIONI DOLOSE","231"
"Sardegna","Cagliari","09.0 PERCOSSE","49"
"Sardegna","Cagliari","10.0 MINACCE","306"
"Sardegna","Cagliari","11.0 INGIURIE","0"
"Sardegna","Cagliari","12.0 VIOLENZE SESSUALI","19"
"Sardegna","Cagliari","13.0 ATTI SESSUALI CON MINORENNE","2"
"Sardegna","Cagliari","14.0 CORRUZIONE DI MINORENNE","2"
"Sardegna","Cagliari","15.0 FURTI","3031"
"Sardegna","Cagliari","16.0 RICETTAZIONE","74"
"Sardegna","Cagliari","17.0 RAPINE","81"
"Sardegna","Cagliari","18.0 ESTORSIONI","27"
"Sardegna","Cagliari","19.0 USURA","1"
"Sardegna","Cagliari","20.0 SEQUESTRI DI PERSONA","0"
"Sardegna","Cagliari","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Sardegna","Cagliari","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Sardegna","Cagliari","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Sardegna","Cagliari","24.0 TRUFFE E FRODI INFORMATICHE","917"
"Sardegna","Cagliari","25.0 INCENDI","18"
"Sardegna","Cagliari","26.0 DANNEGGIAMENTI","1369"
"Sardegna","Cagliari","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","60"
"Sardegna","Cagliari","28.0 CONTRABBANDO","0"
"Sardegna","Cagliari","29.0 STUPEFACENTI","188"
"Sardegna","Cagliari","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","9"
"Sardegna","Cagliari","31.0 DELITTI INFORMATICI","54"
"Sardegna","Cagliari","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","24"
"Sardegna","Cagliari","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","5"
"Sardegna","Cagliari","34.0 ALTRI DELITTI","1615"
"Sardegna","Nuoro","01.0 ATTENTATI","0"
"Sardegna","Nuoro","02.0 STRAGE","0"
"Sardegna","Nuoro","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Sardegna","Nuoro","04.0 INFANTICIDI","0"
"Sardegna","Nuoro","05.0 TENTATI OMICIDI","0"
